search_id,event_type,search_text,search_text_norm,search_url,datetime_local,date,year,quarter,semester,month,month_name,year_month,week_of_year,day,hour,minute,weekday_num,weekday,weekday_short,is_weekend,part_of_week,time_band_5,time_band_display,search_length,n_words,has_number,is_question_like,language_guess,format_auto,search_count_term,is_repeat_search,search_rank_in_term,is_first_time_search,searches_that_day,searches_that_day_band,premium_start_date,premium_period,premium_period_display,topic_final
485,youtube_search,Antony martial,antony martial,https://www.youtube.com/results?search_query=Antony+martial,2015-09-04 08:38:16,2015-09-04,2015,Q3,S2,9,septiembre,2015-09,36,4,8,38,4,viernes,vie,False,entre semana,mañana,Mañana,14,2,False,False,unknown,other,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,entretenimiento / internet
486,youtube_search,cae el sol los bonitos,cae el sol los bonitos,https://www.youtube.com/results?search_query=cae+el+sol+los+bonitos,2015-09-05 20:39:38,2015-09-05,2015,Q3,S2,9,septiembre,2015-09,36,5,20,39,5,sábado,sáb,True,fin de semana,noche,Noche,22,5,False,False,unknown,other,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,música
487,youtube_search,call mas musica,call mas musica,https://www.youtube.com/results?search_query=call+mas+musica,2015-09-06 11:51:01,2015-09-06,2015,Q3,S2,9,septiembre,2015-09,36,6,11,51,6,domingo,dom,True,fin de semana,mañana,Mañana,15,3,False,False,unknown,other,1,False,1,True,5,5,2024-06-24,pre_premium,Antes de Premium,música
488,youtube_search,call mas musica  bystaxx,call mas musica bystaxx,https://www.youtube.com/results?search_query=call+mas+musica++bystaxx,2015-09-06 11:51:21,2015-09-06,2015,Q3,S2,9,septiembre,2015-09,36,6,11,51,6,domingo,dom,True,fin de semana,mañana,Mañana,24,4,False,False,unknown,other,1,False,1,True,5,5,2024-06-24,pre_premium,Antes de Premium,música
489,youtube_search,bystaxx call of duty black ops 3,bystaxx call of duty black ops 3,https://www.youtube.com/results?search_query=bystaxx+call+of+duty+black+ops+3,2015-09-06 11:52:29,2015-09-06,2015,Q3,S2,9,septiembre,2015-09,36,6,11,52,6,domingo,dom,True,fin de semana,mañana,Mañana,32,7,True,False,unknown,other,1,False,1,True,5,5,2024-06-24,pre_premium,Antes de Premium,gaming
490,youtube_search,bystaxx call of duty black ops 3 con musica,bystaxx call of duty black ops 3 con musica,https://www.youtube.com/results?search_query=bystaxx+call+of+duty+black+ops+3+con+musica,2015-09-06 11:52:58,2015-09-06,2015,Q3,S2,9,septiembre,2015-09,36,6,11,52,6,domingo,dom,True,fin de semana,mañana,Mañana,43,9,True,False,unknown,other,1,False,1,True,5,5,2024-06-24,pre_premium,Antes de Premium,música
491,youtube_search,bystaxx call of duty black ops 3 mas musica,bystaxx call of duty black ops 3 mas musica,https://www.youtube.com/results?search_query=bystaxx+call+of+duty+black+ops+3+mas+musica,2015-09-06 11:53:16,2015-09-06,2015,Q3,S2,9,septiembre,2015-09,36,6,11,53,6,domingo,dom,True,fin de semana,mañana,Mañana,43,9,True,False,unknown,other,1,False,1,True,5,5,2024-06-24,pre_premium,Antes de Premium,música
492,youtube_search,el bananero boda real,el bananero boda real,https://www.youtube.com/results?search_query=el+bananero+boda+real,2015-09-09 10:46:22,2015-09-09,2015,Q3,S2,9,septiembre,2015-09,37,9,10,46,2,miércoles,mié,False,entre semana,mañana,Mañana,21,4,False,False,unknown,other,1,False,1,True,6,3,2024-06-24,pre_premium,Antes de Premium,entretenimiento / internet
493,youtube_search,Yo te bautizo chorizo,yo te bautizo chorizo,https://www.youtube.com/results?search_query=Yo+te+bautizo+chorizo,2015-09-09 10:47:42,2015-09-09,2015,Q3,S2,9,septiembre,2015-09,37,9,10,47,2,miércoles,mié,False,entre semana,mañana,Mañana,21,4,False,False,unknown,other,1,False,1,True,6,3,2024-06-24,pre_premium,Antes de Premium,entretenimiento / internet
494,youtube_search,Yo te bautizo pan y chorizo,yo te bautizo pan y chorizo,https://www.youtube.com/results?search_query=Yo+te+bautizo+pan+y+chorizo,2015-09-09 10:49:35,2015-09-09,2015,Q3,S2,9,septiembre,2015-09,37,9,10,49,2,miércoles,mié,False,entre semana,mañana,Mañana,27,6,False,False,unknown,other,1,False,1,True,6,3,2024-06-24,pre_premium,Antes de Premium,entretenimiento / internet
495,youtube_search,football players song,football players song,https://www.youtube.com/results?search_query=football+players+song,2015-09-09 14:59:01,2015-09-09,2015,Q3,S2,9,septiembre,2015-09,37,9,14,59,2,miércoles,mié,False,entre semana,mediodía,Mediodía,21,3,False,False,unknown,music,1,False,1,True,6,1,2024-06-24,pre_premium,Antes de Premium,deportes
496,youtube_search,Centiries,centiries,https://www.youtube.com/results?search_query=Centiries,2015-09-09 15:31:01,2015-09-09,2015,Q3,S2,9,septiembre,2015-09,37,9,15,31,2,miércoles,mié,False,entre semana,tarde,Tarde,9,1,False,False,unknown,other,1,False,1,True,6,2,2024-06-24,pre_premium,Antes de Premium,entretenimiento / internet
497,youtube_search,cancion zinedine zidane,cancion zinedine zidane,https://www.youtube.com/results?search_query=cancion+zinedine+zidane,2015-09-09 17:04:00,2015-09-09,2015,Q3,S2,9,septiembre,2015-09,37,9,17,4,2,miércoles,mié,False,entre semana,tarde,Tarde,23,3,False,False,unknown,other,1,False,1,True,6,2,2024-06-24,pre_premium,Antes de Premium,música
498,youtube_search,Antjony martial,antjony martial,https://www.youtube.com/results?search_query=Antjony+martial,2015-09-11 00:29:31,2015-09-11,2015,Q3,S2,9,septiembre,2015-09,37,11,0,29,4,viernes,vie,False,entre semana,madrugada,Madrugada,15,2,False,False,unknown,other,1,False,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,entretenimiento / internet
499,youtube_search,Anthony martial,anthony martial,https://www.youtube.com/results?search_query=Anthony+martial,2015-09-11 00:29:34,2015-09-11,2015,Q3,S2,9,septiembre,2015-09,37,11,0,29,4,viernes,vie,False,entre semana,madrugada,Madrugada,15,2,False,False,unknown,other,1,False,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,entretenimiento / internet
500,youtube_search,Qumar el gallinero,qumar el gallinero,https://www.youtube.com/results?search_query=Qumar+el+gallinero,2015-09-15 08:46:48,2015-09-15,2015,Q3,S2,9,septiembre,2015-09,38,15,8,46,1,martes,mar,False,entre semana,mañana,Mañana,18,3,False,False,unknown,other,1,False,1,True,3,2,2024-06-24,pre_premium,Antes de Premium,deportes
501,youtube_search,Quemar el gallinero,quemar el gallinero,https://www.youtube.com/results?search_query=Quemar+el+gallinero,2015-09-15 08:46:58,2015-09-15,2015,Q3,S2,9,septiembre,2015-09,38,15,8,46,1,martes,mar,False,entre semana,mañana,Mañana,19,3,False,False,unknown,other,1,False,1,True,3,2,2024-06-24,pre_premium,Antes de Premium,deportes
502,youtube_search,magic mike xxl trailer,magic mike xxl trailer,https://www.youtube.com/results?search_query=magic+mike+xxl+trailer,2015-09-15 13:24:13,2015-09-15,2015,Q3,S2,9,septiembre,2015-09,38,15,13,24,1,martes,mar,False,entre semana,mediodía,Mediodía,22,4,False,False,unknown,tech,1,False,1,True,3,1,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
503,youtube_search,Atletico tucumasn 4 ruver 2,atletico tucumasn 4 ruver 2,https://www.youtube.com/results?search_query=Atletico+tucumasn+4+ruver+2,2015-09-23 11:16:42,2015-09-23,2015,Q3,S2,9,septiembre,2015-09,39,23,11,16,2,miércoles,mié,False,entre semana,mañana,Mañana,27,5,True,False,unknown,other,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,deportes
504,youtube_search,need for speed 2015,need for speed 2015,https://www.youtube.com/results?search_query=need+for+speed+2015,2015-09-26 13:07:07,2015-09-26,2015,Q3,S2,9,septiembre,2015-09,39,26,13,7,5,sábado,sáb,True,fin de semana,mediodía,Mediodía,19,4,True,False,unknown,other,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,gaming
505,youtube_search,cancion big hero 6,cancion big hero 6,https://www.youtube.com/results?search_query=cancion+big+hero+6,2015-09-28 22:27:19,2015-09-28,2015,Q3,S2,9,septiembre,2015-09,40,28,22,27,0,lunes,lun,False,entre semana,noche,Noche,18,4,True,False,unknown,other,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,música
506,youtube_search,argentina paraguay,argentina paraguay,https://www.youtube.com/results?search_query=argentina+paraguay,2015-10-13 21:03:28,2015-10-13,2015,Q4,S2,10,octubre,2015-10,42,13,21,3,1,martes,mar,False,entre semana,noche,Noche,18,2,False,False,unknown,other,1,False,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,deportes
507,youtube_search,argentina paraguay en vivo,argentina paraguay en vivo,https://www.youtube.com/results?search_query=argentina+paraguay+en+vivo,2015-10-13 21:03:40,2015-10-13,2015,Q4,S2,10,octubre,2015-10,42,13,21,3,1,martes,mar,False,entre semana,noche,Noche,26,4,False,False,spanish,other,1,False,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,medios / radio / streaming
508,youtube_search,El impotente hulk,el impotente hulk,https://www.youtube.com/results?search_query=El+impotente+hulk,2015-10-14 08:01:08,2015-10-14,2015,Q4,S2,10,octubre,2015-10,42,14,8,1,2,miércoles,mié,False,entre semana,mañana,Mañana,17,3,False,False,unknown,other,1,False,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
509,youtube_search,el impotente hulk el bananero hd,el impotente hulk el bananero hd,https://www.youtube.com/results?search_query=el+impotente+hulk+el+bananero+hd,2015-10-14 08:02:15,2015-10-14,2015,Q4,S2,10,octubre,2015-10,42,14,8,2,2,miércoles,mié,False,entre semana,mañana,Mañana,32,6,False,False,unknown,other,1,False,1,True,2,2,2024-06-24,pre_premium,Antes de Premium,comedia / stand-up
510,youtube_search,Goles boca racing,goles boca racing,https://www.youtube.com/results?search_query=Goles+boca+racing,2015-10-19 08:03:38,2015-10-19,2015,Q4,S2,10,octubre,2015-10,43,19,8,3,0,lunes,lun,False,entre semana,mañana,Mañana,17,3,False,False,unknown,other,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,deportes
511,youtube_search,relato de paoli alemania brasil,relato de paoli alemania brasil,https://www.youtube.com/results?search_query=relato+de+paoli+alemania+brasil,2015-10-21 22:18:14,2015-10-21,2015,Q4,S2,10,octubre,2015-10,43,21,22,18,2,miércoles,mié,False,entre semana,noche,Noche,31,5,False,False,unknown,other,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,deportes
512,youtube_search,Gol racing central,gol racing central,https://www.youtube.com/results?search_query=Gol+racing+central,2015-10-26 22:17:27,2015-10-26,2015,Q4,S2,10,octubre,2015-10,44,26,22,17,0,lunes,lun,False,entre semana,noche,Noche,18,3,False,False,unknown,other,1,False,1,True,1,1,2024-06-24,pre_premium,Antes de Premium,deportes
513,youtube_search,los,los,https://www.youtube.com/results?search_query=los+,2015-10-27 22:21:15,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,21,1,martes,mar,False,entre semana,noche,Noche,3,1,False,False,unknown,other,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,entretenimiento / internet
514,youtube_search,los caba,los caba,https://www.youtube.com/results?search_query=los+caba,2015-10-27 22:21:18,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,21,1,martes,mar,False,entre semana,noche,Noche,8,2,False,False,unknown,other,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,entretenimiento / internet
515,youtube_search,los caball,los caball,https://www.youtube.com/results?search_query=los+caball,2015-10-27 22:21:21,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,21,1,martes,mar,False,entre semana,noche,Noche,10,2,False,False,unknown,other,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,entretenimiento / internet
516,youtube_search,los caballeros del zodiaco,los caballeros del zodiaco,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco,2015-10-27 22:21:45,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,21,1,martes,mar,False,entre semana,noche,Noche,26,4,False,False,unknown,other,9,True,7,False,38,38,2024-06-24,pre_premium,Antes de Premium,anime / series
517,youtube_search,los caballeros del zodiaco a,los caballeros del zodiaco a,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+a,2015-10-27 22:21:57,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,21,1,martes,mar,False,entre semana,noche,Noche,28,5,False,False,unknown,other,2,True,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
518,youtube_search,los caballeros del zodiaco as,los caballeros del zodiaco as,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+as,2015-10-27 22:22:01,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,22,1,martes,mar,False,entre semana,noche,Noche,29,5,False,False,unknown,other,2,True,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
519,youtube_search,los caballeros del zodiaco asgard,los caballeros del zodiaco asgard,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+asgard,2015-10-27 22:22:04,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,22,1,martes,mar,False,entre semana,noche,Noche,33,5,False,False,unknown,other,2,True,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
520,youtube_search,los caballeros del zodiaco asgar,los caballeros del zodiaco asgar,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+asgar,2015-10-27 22:22:44,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,22,1,martes,mar,False,entre semana,noche,Noche,32,5,False,False,unknown,other,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
521,youtube_search,los caballeros del zodiaco las 12 casas,los caballeros del zodiaco las 12 casas,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+las+12+casas,2015-10-27 22:23:11,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,23,1,martes,mar,False,entre semana,noche,Noche,39,7,True,False,unknown,other,7,True,5,False,38,38,2024-06-24,pre_premium,Antes de Premium,anime / series
522,youtube_search,los caballeros del zodiaco las 12 casas,los caballeros del zodiaco las 12 casas,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+las+12+casas+,2015-10-27 22:23:24,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,23,1,martes,mar,False,entre semana,noche,Noche,39,7,True,False,unknown,other,7,True,6,False,38,38,2024-06-24,pre_premium,Antes de Premium,anime / series
523,youtube_search,los caballeros del zodiaco las 12 casas,los caballeros del zodiaco las 12 casas,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+las+12+casas++,2015-10-27 22:23:26,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,23,1,martes,mar,False,entre semana,noche,Noche,39,7,True,False,unknown,other,7,True,7,False,38,38,2024-06-24,pre_premium,Antes de Premium,anime / series
524,youtube_search,los caballeros del zodiaco las 12 casas  u,los caballeros del zodiaco las 12 casas u,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+las+12+casas++u,2015-10-27 22:23:28,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,23,1,martes,mar,False,entre semana,noche,Noche,42,8,True,False,unknown,other,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
525,youtube_search,los caballeros del zodiaco las 12 casas  ul,los caballeros del zodiaco las 12 casas ul,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+las+12+casas++ul,2015-10-27 22:23:30,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,23,1,martes,mar,False,entre semana,noche,Noche,43,8,True,False,unknown,other,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
526,youtube_search,los caballeros del zodiaco las 12 casas ultimo capitulo completo,los caballeros del zodiaco las 12 casas ultimo capitulo completo,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+las+12+casas+ultimo+capitulo+completo,2015-10-27 22:23:33,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,23,1,martes,mar,False,entre semana,noche,Noche,64,10,True,False,unknown,series / tv,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
527,youtube_search,los caballeros del zodiaco,los caballeros del zodiaco,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+,2015-10-27 22:45:30,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,45,1,martes,mar,False,entre semana,noche,Noche,26,4,False,False,unknown,other,9,True,8,False,38,38,2024-06-24,pre_premium,Antes de Premium,anime / series
528,youtube_search,los caballeros del zodiaco c,los caballeros del zodiaco c,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+c,2015-10-27 22:45:32,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,45,1,martes,mar,False,entre semana,noche,Noche,28,5,False,False,unknown,other,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
529,youtube_search,los caballeros del zodiaco ca,los caballeros del zodiaco ca,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+ca,2015-10-27 22:45:34,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,45,1,martes,mar,False,entre semana,noche,Noche,29,5,False,False,unknown,other,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
530,youtube_search,los caballeros del zodiaco capitulo,los caballeros del zodiaco capitulo,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+capitulo+,2015-10-27 22:45:36,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,45,1,martes,mar,False,entre semana,noche,Noche,35,5,False,False,unknown,series / tv,4,True,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
531,youtube_search,los caballeros del zodiaco capitulo 74,los caballeros del zodiaco capitulo 74,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+capitulo+74,2015-10-27 22:45:42,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,22,45,1,martes,mar,False,entre semana,noche,Noche,38,6,True,False,unknown,series / tv,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
532,youtube_search,los caballeros del zodiaco capituloa,los caballeros del zodiaco capituloa,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+capituloa,2015-10-27 23:38:45,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,38,1,martes,mar,False,entre semana,noche,Noche,36,5,False,False,unknown,series / tv,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
533,youtube_search,los caballeros del zodiaco capitulo,los caballeros del zodiaco capitulo,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+capitulo,2015-10-27 23:38:49,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,38,1,martes,mar,False,entre semana,noche,Noche,35,5,False,False,unknown,series / tv,4,True,2,False,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
534,youtube_search,los caballeros del zodiaco capitulo,los caballeros del zodiaco capitulo,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+capitulo+,2015-10-27 23:38:51,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,38,1,martes,mar,False,entre semana,noche,Noche,35,5,False,False,unknown,series / tv,4,True,3,False,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
535,youtube_search,los caballeros del zodiaco capitulo a,los caballeros del zodiaco capitulo a,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+capitulo+a,2015-10-27 23:38:54,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,38,1,martes,mar,False,entre semana,noche,Noche,37,6,False,False,unknown,series / tv,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
536,youtube_search,los caballeros del zodiaco capitulo as,los caballeros del zodiaco capitulo as,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+capitulo+as,2015-10-27 23:38:57,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,38,1,martes,mar,False,entre semana,noche,Noche,38,6,False,False,unknown,series / tv,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
537,youtube_search,los caballeros del zodiaco capitulo asg,los caballeros del zodiaco capitulo asg,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+capitulo+asg,2015-10-27 23:39:00,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,39,1,martes,mar,False,entre semana,noche,Noche,39,6,False,False,unknown,series / tv,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
538,youtube_search,los caballeros del zodiaco capitulo asga,los caballeros del zodiaco capitulo asga,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+capitulo+asga,2015-10-27 23:39:04,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,39,1,martes,mar,False,entre semana,noche,Noche,40,6,False,False,unknown,series / tv,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
539,youtube_search,los caballeros del zodiaco capitulo asgar,los caballeros del zodiaco capitulo asgar,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+capitulo+asgar,2015-10-27 23:39:11,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,39,1,martes,mar,False,entre semana,noche,Noche,41,6,False,False,unknown,series / tv,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
540,youtube_search,los caballeros del zodiaco capitulo asgard,los caballeros del zodiaco capitulo asgard,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+capitulo+asgard,2015-10-27 23:39:14,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,39,1,martes,mar,False,entre semana,noche,Noche,42,6,False,False,unknown,series / tv,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
541,youtube_search,los caballeros del zodiaco,los caballeros del zodiaco,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+,2015-10-27 23:39:23,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,39,1,martes,mar,False,entre semana,noche,Noche,26,4,False,False,unknown,other,9,True,9,False,38,38,2024-06-24,pre_premium,Antes de Premium,anime / series
542,youtube_search,los caballeros del zodiaco a,los caballeros del zodiaco a,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+a,2015-10-27 23:39:31,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,39,1,martes,mar,False,entre semana,noche,Noche,28,5,False,False,unknown,other,2,True,2,False,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
543,youtube_search,los caballeros del zodiaco as,los caballeros del zodiaco as,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+as,2015-10-27 23:39:36,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,39,1,martes,mar,False,entre semana,noche,Noche,29,5,False,False,unknown,other,2,True,2,False,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
544,youtube_search,los caballeros del zodiaco asg,los caballeros del zodiaco asg,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+asg,2015-10-27 23:39:38,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,39,1,martes,mar,False,entre semana,noche,Noche,30,5,False,False,unknown,other,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
545,youtube_search,los caballeros del zodiaco asgard,los caballeros del zodiaco asgard,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+asgard,2015-10-27 23:40:06,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,40,1,martes,mar,False,entre semana,noche,Noche,33,5,False,False,unknown,other,2,True,2,False,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
546,youtube_search,los caballeros del zodiaco asgard c,los caballeros del zodiaco asgard c,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+asgard+c,2015-10-27 23:40:08,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,40,1,martes,mar,False,entre semana,noche,Noche,35,6,False,False,unknown,other,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
547,youtube_search,los caballeros del zodiaco asgard ca,los caballeros del zodiaco asgard ca,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+asgard+ca,2015-10-27 23:40:10,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,40,1,martes,mar,False,entre semana,noche,Noche,36,6,False,False,unknown,other,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
548,youtube_search,los caballeros del zodiaco asgard co,los caballeros del zodiaco asgard co,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+asgard+co,2015-10-27 23:40:12,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,40,1,martes,mar,False,entre semana,noche,Noche,36,6,False,False,unknown,other,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
549,youtube_search,los caballeros del zodiaco asgard com,los caballeros del zodiaco asgard com,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+asgard+com,2015-10-27 23:40:14,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,40,1,martes,mar,False,entre semana,noche,Noche,37,6,False,False,unknown,other,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
550,youtube_search,los caballeros del zodiaco asgard completa,los caballeros del zodiaco asgard completa,https://www.youtube.com/results?search_query=los+caballeros+del+zodiaco+asgard+completa,2015-10-27 23:40:16,2015-10-27,2015,Q4,S2,10,octubre,2015-10,44,27,23,40,1,martes,mar,False,entre semana,noche,Noche,42,6,False,False,unknown,other,1,False,1,True,38,38,2024-06-24,pre_premium,Antes de Premium,series / tv / cine
551,youtube_search,Asassins creed sundicage,asassins creed sundicage,https://www.youtube.com/results?search_query=Asassins+creed+sundicage,2015-10-28 09:53:11,2015-10-28,2015,Q4,S2,10,octubre,2015-10,44,28,9,53,2,miércoles,mié,False,entre semana,mañana,Mañana,24,3,False,False,unknown,other,1,False,1,True,7,5,2024-06-24,pre_premium,Antes de Premium,gaming
552,youtube_search,Assassins creed syndicate,assassins creed syndicate,https://www.youtube.com/results?search_query=Assassins+creed+syndicate,2015-10-28 09:53:36,2015-10-28,2015,Q4,S2,10,octubre,2015-10,44,28,9,53,2,miércoles,mié,False,entre semana,mañana,Mañana,25,3,False,False,unknown,other,1,False,1,True,7,5,2024-06-24,pre_premium,Antes de Premium,gaming
553,youtube_search,Asassins creed symdicate presentacion,asassins creed symdicate presentacion,https://www.youtube.com/results?search_query=Asassins+creed+symdicate+presentacion,2015-10-28 09:54:16,2015-10-28,2015,Q4,S2,10,octubre,2015-10,44,28,9,54,2,miércoles,mié,False,entre semana,mañana,Mañana,37,4,False,False,unknown,other,2,True,1,True,7,5,2024-06-24,pre_premium,Antes de Premium,gaming
554,youtube_search,Asassins creed symdicate presentacion,asassins creed symdicate presentacion,https://www.youtube.com/results?search_query=Asassins+creed+symdicate+presentacion,2015-10-28 10:34:59,2015-10-28,2015,Q4,S2,10,octubre,2015-10,44,28,10,34,2,miércoles,mié,False,entre semana,mañana,Mañana,37,4,False,False,unknown,other,2,True,2,False,7,5,2024-06-24,pre_premium,Antes de Premium,gaming
555,youtube_search,Resumen los pumas australia,resumen los pumas australia,https://www.youtube.com/results?search_query=Resumen+los+pumas+australia,2015-10-28 10:54:11,2015-10-28,2015,Q4,S2,10,octubre,2015-10,44,28,10,54,2,miércoles,mié,False,entre semana,mañana,Mañana,27,4,False,False,unknown,other,1,False,1,True,7,5,2024-06-24,pre_premium,Antes de Premium,tutorial / educacion
